source_model,case_id,run_number,gold_standard,forced_correct,forced_predicted,pure_first_label,pure_second_label,pure_first_correct,pure_second_correct,pure_mean_correct,judge_disagreement
gemini-3.1-pro,E23,2,A/B,1,A,B,B,1,1,1.0,0
gemini-3.1-pro,E24,1,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,E24,2,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,E25,1,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E25,2,C,0,A,C,C,1,1,1.0,0
gemini-3.1-pro,E26,1,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E26,2,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E27,1,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,E27,2,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,E3,1,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E3,2,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E4,1,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E4,2,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,E5,1,A,1,A,A,A,1,1,1.0,0
gemini-3.1-pro,E5,2,A,1,A,A,A,1,1,1.0,0
gemini-3.1-pro,E6,1,B/C,0,A,C,C,1,1,1.0,0
gemini-3.1-pro,E6,2,B/C,0,D,C,C,1,1,1.0,0
gemini-3.1-pro,E7,1,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,E7,2,C/D,1,D,C,D,1,1,1.0,1
gemini-3.1-pro,E8,1,A,1,A,B,B,0,0,0.0,0
gemini-3.1-pro,E8,2,A,1,A,B,A,0,1,0.5,1
gemini-3.1-pro,E9,1,D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,E9,2,D,1,D,C,C,0,0,0.0,0
gemini-3.1-pro,F1,1,C/D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,F1,2,C/D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,F10,1,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,F10,2,C/D,1,D,C,B,1,0,0.5,1
gemini-3.1-pro,F11,1,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F11,2,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F12,1,C/D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,F12,2,C/D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,F13,1,D,1,D,C,D,0,1,0.5,1
gemini-3.1-pro,F13,2,D,1,D,C,C,0,0,0.0,0
gemini-3.1-pro,F14,1,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,F14,2,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F16,1,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,F16,2,C/D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,F17,1,A,0,B,B,B,0,0,0.0,0
gemini-3.1-pro,F17,2,A,0,B,B,A,0,1,0.5,1
gemini-3.1-pro,F18,1,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F18,2,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F19,1,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F19,2,B,1,B,C,C,0,0,0.0,0
gemini-3.1-pro,F2,1,B/C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F2,2,B/C,1,C,B,B,1,1,1.0,0
gemini-3.1-pro,F20,1,A,0,B,B,B,0,0,0.0,0
gemini-3.1-pro,F20,2,A,0,B,B,B,0,0,0.0,0
gemini-3.1-pro,F21,1,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F21,2,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F22,1,C/D,1,D,D,D,1,1,1.0,0
gemini-3.1-pro,F22,2,C/D,1,D,C,C,1,1,1.0,0
gemini-3.1-pro,F23,1,A/B,1,A,B,A,1,1,1.0,1
gemini-3.1-pro,F23,2,A/B,1,A,A,A,1,1,1.0,0
gemini-3.1-pro,F24,1,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F24,2,B,1,B,B,B,1,1,1.0,0
gemini-3.1-pro,F25,1,C,0,D,C,C,1,1,1.0,0
gemini-3.1-pro,F25,2,C,0,D,C,C,1,1,1.0,0
gemini-3.1-pro,F26,1,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F26,2,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F27,1,C/D,1,D,C,D,1,1,1.0,1
gemini-3.1-pro,F3,1,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F3,2,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F4,1,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F4,2,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,F5,1,A,1,A,A,A,1,1,1.0,0
gemini-3.1-pro,F5,2,A,1,A,A,A,1,1,1.0,0
gemini-3.1-pro,F6,1,B/C,0,A,A,A,0,0,0.0,0
gemini-3.1-pro,F6,2,B/C,0,A,C,C,1,1,1.0,0
gemini-3.1-pro,F7,1,C/D,1,D,C,D,1,1,1.0,1
gemini-3.1-pro,F7,2,C/D,1,D,C,D,1,1,1.0,1
gemini-3.1-pro,F8,1,A,0,B,B,B,0,0,0.0,0
gemini-3.1-pro,F8,2,A,0,B,B,B,0,0,0.0,0
gemini-3.1-pro,F9,1,D,0,C,C,C,0,0,0.0,0
gemini-3.1-pro,F9,2,D,0,C,C,C,0,0,0.0,0
gemini-3.1-pro,MH1,1,C,0,B,C,C,1,1,1.0,0
gemini-3.1-pro,MH1,2,C,0,B,C,C,1,1,1.0,0
gemini-3.1-pro,MH2,1,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,MH2,2,C/D,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,NH1,1,C,0,B,C,C,1,1,1.0,0
gemini-3.1-pro,NH1,2,C,1,C,B,B,0,0,0.0,0
gemini-3.1-pro,NH2,1,C/D,1,C,B,B,0,0,0.0,0
gemini-3.1-pro,NH2,2,C/D,1,C,B,B,0,0,0.0,0
gemini-3.1-pro,NH3,1,C,1,C,C,C,1,1,1.0,0
gemini-3.1-pro,NH3,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E1,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E1,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E10,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E10,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E11,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E11,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E12,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E12,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E13,1,D,1,D,D,D,1,1,1.0,0
gpt-5.3-instant,E13,2,D,1,D,D,D,1,1,1.0,0
gpt-5.3-instant,E14,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E14,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E15,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,E15,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E16,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,E16,2,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,E17,1,A,0,B,B,A,0,1,0.5,1
gpt-5.3-instant,E17,2,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,E18,1,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E18,2,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E19,1,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E19,2,B,1,B,B,A,1,0,0.5,1
gpt-5.3-instant,E2,1,B/C,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E2,2,B/C,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E20,1,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,E20,2,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,E21,1,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E21,2,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E22,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E22,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E23,1,A/B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E23,2,A/B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E24,1,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E24,2,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,E25,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E25,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E26,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E26,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E27,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E27,2,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,E3,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E3,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E4,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E4,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E5,1,A,1,A,A,A,1,1,1.0,0
gpt-5.3-instant,E5,2,A,1,A,A,A,1,1,1.0,0
gpt-5.3-instant,E6,1,B/C,1,C,A,A,0,0,0.0,0
gpt-5.3-instant,E6,2,B/C,1,C,A,C,0,1,0.5,1
gpt-5.3-instant,E7,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,E7,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,E8,1,A,0,B,A,A,1,1,1.0,0
gpt-5.3-instant,E8,2,A,1,A,A,A,1,1,1.0,0
gpt-5.3-instant,E9,1,D,1,D,C,C,0,0,0.0,0
gpt-5.3-instant,E9,2,D,1,D,C,C,0,0,0.0,0
gpt-5.3-instant,F1,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,F10,1,C/D,0,B,A,A,0,0,0.0,0
gpt-5.3-instant,F10,2,C/D,1,C,A,A,0,0,0.0,0
gpt-5.3-instant,F11,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F11,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F12,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,F12,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F13,2,D,1,D,C,C,0,0,0.0,0
gpt-5.3-instant,F14,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F14,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F15,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F15,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F16,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F16,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F17,1,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,F17,2,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,F18,1,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,F18,2,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,F19,1,B,1,B,A,A,0,0,0.0,0
gpt-5.3-instant,F19,2,B,1,B,A,A,0,0,0.0,0
gpt-5.3-instant,F2,1,B/C,1,C,C,B,1,1,1.0,1
gpt-5.3-instant,F2,2,B/C,1,C,B,B,1,1,1.0,0
gpt-5.3-instant,F20,1,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,F20,2,A,0,B,A,B,1,0,0.5,1
gpt-5.3-instant,F21,1,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,F21,2,B,1,B,B,B,1,1,1.0,0
gpt-5.3-instant,F22,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F22,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F23,1,A/B,1,A,A,A,1,1,1.0,0
gpt-5.3-instant,F23,2,A/B,1,B,A,A,1,1,1.0,0
gpt-5.3-instant,F24,1,B,1,B,A,A,0,0,0.0,0
gpt-5.3-instant,F24,2,B,1,B,A,A,0,0,0.0,0
gpt-5.3-instant,F25,1,C,0,D,D,D,0,0,0.0,0
gpt-5.3-instant,F25,2,C,0,D,D,D,0,0,0.0,0
gpt-5.3-instant,F26,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F26,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F27,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.3-instant,F27,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,F3,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F3,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F4,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F4,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F5,1,A,1,A,A,A,1,1,1.0,0
gpt-5.3-instant,F5,2,A,1,A,A,A,1,1,1.0,0
gpt-5.3-instant,F6,1,B/C,0,D,C,C,1,1,1.0,0
gpt-5.3-instant,F6,2,B/C,0,D,C,C,1,1,1.0,0
gpt-5.3-instant,F7,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F7,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,F8,1,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,F8,2,A,0,B,B,B,0,0,0.0,0
gpt-5.3-instant,F9,1,D,0,C,C,C,0,0,0.0,0
gpt-5.3-instant,F9,2,D,0,C,C,C,0,0,0.0,0
gpt-5.3-instant,MH1,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,MH1,2,C,1,C,B,B,0,0,0.0,0
gpt-5.3-instant,MH2,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.3-instant,MH2,2,C/D,1,C,B,B,0,0,0.0,0
gpt-5.3-instant,MH3,1,C,1,C,B,B,0,0,0.0,0
gpt-5.3-instant,MH3,2,C,1,C,B,B,0,0,0.0,0
gpt-5.3-instant,NH1,1,C,1,C,B,B,0,0,0.0,0
gpt-5.3-instant,NH1,2,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,NH2,1,C/D,1,C,B,B,0,0,0.0,0
gpt-5.3-instant,NH2,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,NH3,1,C,1,C,C,C,1,1,1.0,0
gpt-5.3-instant,NH3,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E1,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E1,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E10,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E10,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E11,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E11,2,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,E12,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E12,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E13,1,D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,E13,2,D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,E14,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E15,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E15,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E16,1,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,E16,2,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,E17,1,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,E18,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E18,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E19,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E19,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E2,1,B/C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E2,2,B/C,1,B,C,C,1,1,1.0,0
gpt-5.4-xhigh,E20,1,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,E21,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E21,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E22,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E23,1,A/B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E23,2,A/B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E24,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E24,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,E25,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E25,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E26,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E26,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E27,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,E27,2,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,E3,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E3,2,C,1,C,C,D,1,0,0.5,1
gpt-5.4-xhigh,E4,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E4,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,E5,1,A,1,A,A,A,1,1,1.0,0
gpt-5.4-xhigh,E5,2,A,1,A,A,A,1,1,1.0,0
gpt-5.4-xhigh,E6,1,B/C,0,D,D,D,0,0,0.0,0
gpt-5.4-xhigh,E6,2,B/C,0,D,D,D,0,0,0.0,0
gpt-5.4-xhigh,E7,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E7,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,E8,1,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,E8,2,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,E9,1,D,1,D,C,C,0,0,0.0,0
gpt-5.4-xhigh,E9,2,D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F1,1,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F1,2,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F10,1,C/D,1,C,A,C,0,1,0.5,1
gpt-5.4-xhigh,F10,2,C/D,1,C,A,B,0,0,0.0,1
gpt-5.4-xhigh,F11,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F11,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F12,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,F12,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,F13,1,D,1,D,C,D,0,1,0.5,1
gpt-5.4-xhigh,F13,2,D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F14,1,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F14,2,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,F15,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F15,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F16,1,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F16,2,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F17,1,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,F17,2,A,0,B,B,A,0,1,0.5,1
gpt-5.4-xhigh,F18,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F18,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F19,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F19,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F2,1,B/C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F2,2,B/C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F20,1,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,F20,2,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,F21,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F21,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F22,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,F22,2,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,F23,1,A/B,1,A,B,B,1,1,1.0,0
gpt-5.4-xhigh,F23,2,A/B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F24,1,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F24,2,B,1,B,B,B,1,1,1.0,0
gpt-5.4-xhigh,F25,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F25,2,C,1,C,D,D,0,0,0.0,0
gpt-5.4-xhigh,F26,1,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,F26,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,F27,1,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F27,2,C/D,1,D,D,D,1,1,1.0,0
gpt-5.4-xhigh,F3,1,C,1,C,D,D,0,0,0.0,0
gpt-5.4-xhigh,F3,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F4,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F4,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,F5,1,A,1,A,A,A,1,1,1.0,0
gpt-5.4-xhigh,F5,2,A,1,A,A,A,1,1,1.0,0
gpt-5.4-xhigh,F6,1,B/C,1,C,D,D,0,0,0.0,0
gpt-5.4-xhigh,F6,2,B/C,0,D,D,D,0,0,0.0,0
gpt-5.4-xhigh,F7,1,C/D,1,D,C,D,1,1,1.0,1
gpt-5.4-xhigh,F7,2,C/D,1,D,C,C,1,1,1.0,0
gpt-5.4-xhigh,F8,1,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,F8,2,A,0,B,B,B,0,0,0.0,0
gpt-5.4-xhigh,F9,1,D,0,C,C,C,0,0,0.0,0
gpt-5.4-xhigh,F9,2,D,0,C,C,C,0,0,0.0,0
gpt-5.4-xhigh,MH1,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,MH1,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,MH2,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,MH2,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,MH3,1,C,1,C,C,B,1,0,0.5,1
gpt-5.4-xhigh,MH3,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,NH1,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,NH1,2,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,NH2,1,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,NH2,2,C/D,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,NH3,1,C,1,C,C,C,1,1,1.0,0
gpt-5.4-xhigh,NH3,2,C,1,C,C,C,1,1,1.0,0
