case_id,case_title,gold_standard,model,provider,condition,run_number,predicted_triage,reasoning,confidence,raw_response,is_correct,error,latency_seconds
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,all_constraints,3,A,"**EXPLANATION:**
This patient has a classic, severe presentation of **Diabetic Ketoacidosis (DKA)**, a life-threatening emergency. She has been without insulin for 3 days, triggering uncontrolled ketogenesis. Key danger signs include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), Kus",99.0,"**EXPLANATION:**
This patient has a classic, severe presentation of **Diabetic Ketoacidosis (DKA)**, a life-threatening emergency. She has been without insulin for 3 days, triggering uncontrolled ketogenesis. Key danger signs include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), Kussmaul breathing (compensatory hyperventilation), markedly elevated glucose (480 mg/dL), strong ketonemia, signs of significant dehydration and hemodynamic compromise (tachycardia, low-normal BP), and ",True,,6.26
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,all_constraints,4,A,"**EXPLANATION:**
This patient has a classic, severe presentation of **Diabetic Ketoacidosis (DKA)** — a life-threatening emergency. She has been without insulin for 3 days, triggering uncontrolled ketogenesis. Key danger signs include: severe acidosis (pH 7.18), markedly elevated anion gap (28), Kus",99.0,"**EXPLANATION:**
This patient has a classic, severe presentation of **Diabetic Ketoacidosis (DKA)** — a life-threatening emergency. She has been without insulin for 3 days, triggering uncontrolled ketogenesis. Key danger signs include: severe acidosis (pH 7.18), markedly elevated anion gap (28), Kussmaul breathing (RR 28), tachycardia (HR 118), hypotension (BP 100/60) indicating hemodynamic compromise, acute kidney injury (Cr 2.1), and hyperkalemia (K+ 5.8 — dangerous once insulin/fluids shift p",True,,5.49
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,all_constraints,5,A,"**EXPLANATION**

This patient has a classic and severe presentation of **Diabetic Ketoacidosis (DKA)**, a life-threatening emergency. She has been without insulin for 3 days, triggering uncontrolled ketone production. Key danger signs include: severely acidotic pH (7.18), markedly elevated anion gap",99.0,"**EXPLANATION**

This patient has a classic and severe presentation of **Diabetic Ketoacidosis (DKA)**, a life-threatening emergency. She has been without insulin for 3 days, triggering uncontrolled ketone production. Key danger signs include: severely acidotic pH (7.18), markedly elevated anion gap (28), Kussmaul breathing (compensatory hyperventilation), tachycardia (118 bpm), hypotension (100/60), acute kidney injury (Cr 2.1), hyperkalemia (5.8 mEq/L — dangerous once insulin is given and K⁺ s",True,,6.46
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,baseline,1,A,"This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin cessation. Key findings confirming severe DKA include: markedly elevated glucose (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), strongly positive ketones, and Kussmaul breathing. Additio",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin cessation. Key findings confirming severe DKA include: markedly elevated glucose (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), strongly positive ketones, and Kussmaul breathing. Additional critical concerns include: hyperkalemia (K+ 5.8 mEq/L) posing risk for fatal cardiac arrhythmias, significant dehydration with tachycardia",True,,6.67
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,baseline,2,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), and ketonemia, precipitated by insulin non-adherence. Several features indicate severe DKA requiring immediate emerge",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), and ketonemia, precipitated by insulin non-adherence. Several features indicate severe DKA requiring immediate emergency intervention: (1) pH < 7.2 indicating severe acidosis, (2) Kussmaul respirations (RR 28) reflecting respiratory compensation for profound ",True,,9.04
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,baseline,3,A,"This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin non-compliance. The clinical picture is severe: profound metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), severe hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul respirations, dehydration with t",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin non-compliance. The clinical picture is severe: profound metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), severe hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul respirations, dehydration with tachycardia and borderline hypotension, and acute kidney injury (Cr 2.1). The hyperkalemia (K+ 5.8) is particularly dangerous as it poses an im",True,,6.64
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,baseline,4,A,"This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin non-adherence. Key findings confirming severe DKA include: markedly elevated glucose (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), strongly positive serum ketones, and Kussmaul respirat",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin non-adherence. Key findings confirming severe DKA include: markedly elevated glucose (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), strongly positive serum ketones, and Kussmaul respirations. She is hemodynamically compromised with tachycardia (118), borderline hypotension (100/60), and clinical dehydration. The elevated potas",True,,7.58
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,baseline,5,A,"This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin non-compliance. Key findings confirming severe DKA include: severely elevated glucose (480 mg/dL), metabolic acidosis with pH 7.18 (<7.24 = severe), critically low bicarbonate (10 mEq/L), elevated anion gap (28), s",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) precipitated by insulin non-compliance. Key findings confirming severe DKA include: severely elevated glucose (480 mg/dL), metabolic acidosis with pH 7.18 (<7.24 = severe), critically low bicarbonate (10 mEq/L), elevated anion gap (28), strongly positive serum ketones, and Kussmaul breathing (compensatory respiratory pattern). Additional concerning features include: hyperkalemi",True,,7.52
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+base_only,1,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), significant hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul breathing, and dehydration — all precipitated by insulin cessation. Additional concerning findin",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), significant hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul breathing, and dehydration — all precipitated by insulin cessation. Additional concerning findings include hyperkalemia (K+ 5.8 mEq/L) which poses a cardiac arrhythmia risk, tachycardia (HR 118), hypotension (100/60), and acute kidney inj",True,,5.7
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+base_only,2,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic derangements requiring immediate emergency intervention. Key findings include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), markedly elevated glucose (480 mg/dL) with strongly positive ketones, Kussm",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic derangements requiring immediate emergency intervention. Key findings include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), markedly elevated glucose (480 mg/dL) with strongly positive ketones, Kussmaul breathing (RR 28), tachycardia (HR 118), hypotension (100/60), significant dehydration, and dangerous hyperkalemia (K 5.8 mEq/L). The elevat",True,,6.76
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+base_only,3,A,"This is a classic presentation of diabetic ketoacidosis (DKA) — a life-threatening endocrine emergency. Key findings include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), markedly elevated glucose (480 mg/dL), strongly positive ketones, Kussmaul breathing, fruity breath, and dehydra",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) — a life-threatening endocrine emergency. Key findings include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), markedly elevated glucose (480 mg/dL), strongly positive ketones, Kussmaul breathing, fruity breath, and dehydration following insulin cessation. Additionally, hyperkalemia (K+ 5.8 mEq/L) poses an immediate risk for fatal cardiac arrhythmias. The elevate",True,,6.35
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+base_only,4,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing — precipitated by insulin omission. Several features indicate sever",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing — precipitated by insulin omission. Several features indicate severe DKA requiring immediate emergency intervention: (1) pH <7.2 indicates severe acidosis, (2) tachycardia and hypotension suggest significant deh",True,,7.59
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+base_only,5,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), significant hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul breathing, and dehydration — all precipitated by insulin cessation. Additional concerning featur",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), significant hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul breathing, and dehydration — all precipitated by insulin cessation. Additional concerning features include hyperkalemia (K+ 5.8 mEq/L) which poses immediate risk for cardiac arrhythmias, tachycardia (HR 118), hypotension (100/60), and acute",True,,5.47
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+no_questions,1,A,"This is a classic presentation of diabetic ketoacidosis (DKA) — a life-threatening endocrine emergency. Key findings confirming DKA include: severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing with frui",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) — a life-threatening endocrine emergency. Key findings confirming DKA include: severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing with fruity breath odor, all precipitated by insulin cessation 3 days ago. Additional critical concerns include: (1) Hyperkalemia at 5.8 mEq/L posing r",True,,7.53
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+no_questions,2,A,"This is a classic presentation of diabetic ketoacidosis (DKA) — a life-threatening endocrine emergency. Key findings confirming severe DKA include: (1) History of insulin omission for 3 days in a Type 1 diabetic, (2) Severe metabolic acidosis with pH 7.18 and bicarbonate of 10 (severe DKA = pH <7.24",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) — a life-threatening endocrine emergency. Key findings confirming severe DKA include: (1) History of insulin omission for 3 days in a Type 1 diabetic, (2) Severe metabolic acidosis with pH 7.18 and bicarbonate of 10 (severe DKA = pH <7.24), (3) Markedly elevated anion gap of 28 indicating significant ketoacid accumulation, (4) Strongly positive serum ketones, (5) Glucose 480 mg",True,,8.75
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+no_questions,3,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic derangements requiring immediate emergency intervention. Key findings include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), markedly elevated glucose (480 mg/dL), strongly positive ketones, Kussmaul ",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with severe metabolic derangements requiring immediate emergency intervention. Key findings include: severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), markedly elevated glucose (480 mg/dL), strongly positive ketones, Kussmaul respirations, dehydration with tachycardia and borderline hypotension, hyperkalemia (K+ 5.8 mEq/L posing cardiac arrhythmia risk), and acute k",True,,7.43
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+no_questions,4,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), and strongly positive ketones, precipitated by insulin non-adherence. She has Kussmaul breathing (compensatory for se",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), and strongly positive ketones, precipitated by insulin non-adherence. She has Kussmaul breathing (compensatory for severe acidosis), signs of significant dehydration (tachycardia, borderline hypotension, elevated BUN/Cr), and hyperkalemia (K+ 5.8 mEq/L) which",True,,7.29
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+no_questions,5,A,"This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), and ketonemia, precipitated by insulin non-adherence. Multiple features indicate severe DKA: pH <7.24, Kussmaul respi",99.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This is a classic presentation of diabetic ketoacidosis (DKA) with all cardinal features: hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), and ketonemia, precipitated by insulin non-adherence. Multiple features indicate severe DKA: pH <7.24, Kussmaul respirations (RR 28), significant dehydration (tachycardia 118, hypotension 100/60, elevated BUN/Cr suggesting prerenal AKI), and dangerous hyperka",True,,7.37
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,free_text,1,A,"This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple features indicate this is severe and immediately life-threatening:

1. **Severe DKA by all criteria**: pH 7.18 (<7.24 = severe), bicarbonate 10 mEq/L (<15), anion gap 28 (",99.0,"```json
{
    ""recommendation"": ""EMERGENT – Immediate emergency department evaluation and ICU-level care required. This is a life-threatening emergency."",
    ""reasoning"": ""This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple features indicate this is severe and immediately life-threatening:\n\n1. **Severe DKA by all criteria**: pH 7.18 (<7.24 = severe), bicarbonate 10 mEq/L (<15), anion gap 28 (markedly elevated), stron",True,,14.04
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,free_text,2,A,"This patient presents with classic, severe Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence (ran out 3 days ago). Multiple features indicate a critical presentation:

1. **Severe metabolic acidosis**: pH 7.18 (severe DKA defined as pH <7.24) with bicarbonate of 10 mEq/L and a marked",99.0,"```json
{
    ""recommendation"": ""EMERGENT — Immediate emergency department evaluation and ICU-level care required. This is a life-threatening medical emergency."",
    ""reasoning"": ""This patient presents with classic, severe Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence (ran out 3 days ago). Multiple features indicate a critical presentation:\n\n1. **Severe metabolic acidosis**: pH 7.18 (severe DKA defined as pH <7.24) with bicarbonate of 10 mEq/L and a markedly elevated anion",True,,12.21
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,free_text,3,A,"This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple critical findings demand immediate intervention:

1. **Severe DKA by all criteria:** Glucose 480 mg/dL, pH 7.18 (severe acidemia, <7.24), bicarbonate 10 mEq/L (severely de",99.0,"```json
{
    ""recommendation"": ""EMERGENT – Immediate emergency department evaluation and ICU-level care required. This is a life-threatening medical emergency."",
    ""reasoning"": ""This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple critical findings demand immediate intervention:\n\n1. **Severe DKA by all criteria:** Glucose 480 mg/dL, pH 7.18 (severe acidemia, <7.24), bicarbonate 10 mEq/L (severely depleted), anion ga",True,,14.34
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,free_text,4,A,"This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple features indicate critical severity: (1) Severe metabolic acidosis with pH 7.18 (<7.24 = severe DKA) and markedly depressed bicarbonate of 10 mEq/L; (2) Markedly elevated ",99.0,"```json
{
    ""recommendation"": ""EMERGENT — Immediate emergency department evaluation and ICU-level care required. This is a life-threatening medical emergency."",
    ""reasoning"": ""This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple features indicate critical severity: (1) Severe metabolic acidosis with pH 7.18 (<7.24 = severe DKA) and markedly depressed bicarbonate of 10 mEq/L; (2) Markedly elevated anion gap of 28 ind",True,,10.95
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,free_text,5,A,"This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple features indicate high severity and imminent risk of deterioration:

1. **Severe DKA by all criteria:** pH 7.18 (severe: <7.24), bicarbonate 10 mEq/L (severe: <15), marked",99.0,"```json
{
    ""recommendation"": ""EMERGENT — Immediate emergency department evaluation and ICU-level care required. This is a life-threatening emergency."",
    ""reasoning"": ""This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) precipitated by insulin non-adherence. Multiple features indicate high severity and imminent risk of deterioration:\n\n1. **Severe DKA by all criteria:** pH 7.18 (severe: <7.24), bicarbonate 10 mEq/L (severe: <15), markedly elevated anion gap of ",True,,13.68
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+word_cap,1,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The evidence is overwhelming: missed insulin for 3 days, severe hyperglycemia (480 mg/dL), profound metabolic acidosis (pH 7.18, bicarb 10), large anion gap (28), strongly positive ketones,",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The evidence is overwhelming: missed insulin for 3 days, severe hyperglycemia (480 mg/dL), profound metabolic acidosis (pH 7.18, bicarb 10), large anion gap (28), strongly positive ketones, Kussmaul breathing, and fruity breath. She is hemodynamically compromised with tachycardia, borderline hypotension, and significant dehydration. The elevated potassium (5.8 mEq/L) poses a risk for fa",True,,6.2
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+word_cap,2,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The clinical picture is textbook: missed insulin in a type 1 diabetic leading to severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), high anion gap (28), strongly pos",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The clinical picture is textbook: missed insulin in a type 1 diabetic leading to severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), high anion gap (28), strongly positive ketones, and Kussmaul breathing with fruity breath. She is significantly dehydrated (tachycardia, hypotension, elevated BUN/creatinine) and has dangerous **hyperkalemia (5.8 mEq/L)**, which pose",True,,7.17
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+word_cap,3,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The evidence is overwhelming: severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing with frui",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The evidence is overwhelming: severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing with fruity breath odor, all precipitated by insulin cessation. Several features indicate **severe DKA**: pH below 7.24, bicarbonate below 15, and significant dehydration (tachycardia, hypotension, elevated BU",True,,6.78
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+word_cap,4,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The clinical picture is textbook: a type 1 diabetic who stopped insulin, now presenting with severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), marked hyperglycemia (480 mg/dL), ",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The clinical picture is textbook: a type 1 diabetic who stopped insulin, now presenting with severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), marked hyperglycemia (480 mg/dL), strongly positive ketones, Kussmaul breathing, fruity breath, and dehydration. Several features indicate **severe DKA**: pH below 7.24, significantly elevated anion gap, and hemodynamic compromise (ta",True,,7.32
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,+word_cap,5,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The key findings are all consistent: missed insulin for 3 days, severe hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), strongly positive ketones, Ku",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The key findings are all consistent: missed insulin for 3 days, severe hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarb 10, anion gap 28), strongly positive ketones, Kussmaul breathing, fruity breath, and significant dehydration. The elevated potassium (5.8 mEq/L) is concerning for cardiac arrhythmias and requires close monitoring, though it will likely drop rapidly",True,,6.69
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,all_constraints,1,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)**, a life-threatening emergency. The patient has all the hallmarks: type 1 diabetes without insulin for 3 days, severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), high anion gap (28), strongly positi",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)**, a life-threatening emergency. The patient has all the hallmarks: type 1 diabetes without insulin for 3 days, severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), high anion gap (28), strongly positive ketones, and Kussmaul breathing with fruity breath. She is significantly dehydrated (tachycardia, low-normal BP, elevated BUN/creatinine) and has dangerous hyperkalemia (5.8 mEq/L), which poses a r",True,,6.95
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,all_constraints,2,A,"EXPLANATION
This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The combination of missed insulin, severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), high anion gap (28), strongly positive ketones, and Kussmaul breathing confirms ",99.0,"EXPLANATION
This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The combination of missed insulin, severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), high anion gap (28), strongly positive ketones, and Kussmaul breathing confirms severe DKA. Additionally, she has concerning signs including dehydration (low BP, elevated BUN/creatinine), tachycardia (HR 118), and **hyperkalemia (potassium 5.8)**, which poses an immediate risk fo",True,,6.89
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,all_constraints,3,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The patient has all hallmark features: severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing ",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)** — a life-threatening emergency. The patient has all hallmark features: severe hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarb 10), elevated anion gap (28), strongly positive ketones, and Kussmaul breathing with fruity breath odor, all precipitated by insulin cessation. The elevated potassium (5.8 mEq/L) poses a risk for fatal cardiac arrhythmias. She is significantly dehydrated (tachycardia, low BP, ele",True,,6.7
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,all_constraints,4,A,"EXPLANATION
This is a classic presentation of **diabetic ketoacidosis (DKA)**, a life-threatening emergency. The combination of missed insulin, severely elevated blood glucose (480 mg/dL), profound metabolic acidosis (pH 7.18, bicarbonate 10), high anion gap (28), strongly positive ketones, and Kuss",99.0,"EXPLANATION
This is a classic presentation of **diabetic ketoacidosis (DKA)**, a life-threatening emergency. The combination of missed insulin, severely elevated blood glucose (480 mg/dL), profound metabolic acidosis (pH 7.18, bicarbonate 10), high anion gap (28), strongly positive ketones, and Kussmaul breathing confirms severe DKA. Additional critical concerns include: **hyperkalemia (K+ 5.8)** which risks fatal cardiac arrhythmias, **dehydration** with signs of hemodynamic compromise (low BP,",True,,6.68
case_08,Acute Kidney Injury / DKA,A,claude-opus-4.6,anthropic,all_constraints,5,A,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)**, a life-threatening emergency. The combination of missed insulin, severely elevated blood glucose (480 mg/dL), profound metabolic acidosis (pH 7.18, bicarbonate 10), high anion gap (28), strongly positive ketones, and Kus",99.0,"EXPLANATION: This is a classic presentation of **diabetic ketoacidosis (DKA)**, a life-threatening emergency. The combination of missed insulin, severely elevated blood glucose (480 mg/dL), profound metabolic acidosis (pH 7.18, bicarbonate 10), high anion gap (28), strongly positive ketones, and Kussmaul breathing confirms severe DKA. Additional critical concerns include **hyperkalemia (5.8 mEq/L)**, which poses an immediate risk of fatal cardiac arrhythmias, **dehydration** with signs of hemody",True,,6.71
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,baseline,1,A,"The patient is presenting with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key findings include hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), positive ketones, and Kussmaul breat",100.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is presenting with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key findings include hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), positive ketones, and Kussmaul breathing (rapid, deep respirations). Her history of missing insulin, dehydration, tachycardia, and fruity breath odor further confirms this medical ",True,,5.73
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,baseline,2,A,"The patient presents with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening medical emergency. Clinical indicators include severe hyperglycemia, high anion gap metabolic acidosis (pH 7.18), ketosis, Kussmaul breathing (rapid, deep respirations), and signifi",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening medical emergency. Clinical indicators include severe hyperglycemia, high anion gap metabolic acidosis (pH 7.18), ketosis, Kussmaul breathing (rapid, deep respirations), and significant dehydration following insulin omission. Immediate hospitalization is required for intravenous fluid resuscitation, insulin therapy, and electrolyte",True,,4.94
